app_user_id,email,display_name,registered_at,push_opt_in,locale
APP-04684,  magnus.berg.285@example.org ,Magnus Berg,2022-05-27T19:00:00Z,False,nn-NO
APP-04697,pernille.holm.286@example.com,Pernille,2023-04-08T19:00:00Z,True,nb-NO
APP-04710,erik.johansen.287@example.net,Erik J.,2021-05-22T19:00:00Z,True,en-GB
APP-04723,isak.strand.288@example.org,I. Strand,2022-04-03T19:00:00Z,True,nn-NO
APP-04736,  elias.pedersen.289@example.com ,Glimtvenn289,2024-04-25T19:00:00Z,False,nb-NO
APP-04749,lea.johansen.290@example.net,Lea Johansen,2020-09-03T19:00:00Z,True,en-GB
APP-04762,amalie.kristiansen.291@example.org,Amalie,2022-01-27T19:00:00Z,True,nn-NO
APP-04775,lea.kristiansen.292@example.com,Lea K.,2024-09-03T19:00:00Z,True,nb-NO
APP-04788,FRIDA.DAHL.293@EXAMPLE.NET,F. Dahl,2023-02-04T19:00:00Z,False,en-GB
APP-04801,JULIE.LARSEN.294@EXAMPLE.ORG,1916294,2021-01-10T19:00:00Z,True,nn-NO
APP-04814,sofie.vik.295@example.com,Sofie Vik,2021-08-16T19:00:00Z,True,nb-NO
APP-04827,  emil.berg.296@example.net ,Emil,2020-09-21T19:00:00Z,True,en-GB
APP-04840,pernille.haugen.297+app@example.org,Pernille H.,2023-12-22T19:00:00Z,False,nn-NO
APP-04853,nora.gran.298@example.com,N. Gran,2023-07-19T19:00:00Z,True,nb-NO
APP-04866,magnus.olsen.299@example.net,Bodoe299,2024-04-29T19:00:00Z,True,en-GB
APP-04879,NORA.STRAND.300@EXAMPLE.ORG,Nora Strand,2023-09-29T19:00:00Z,True,nn-NO
APP-06517,julie.pedersen.426@example.org,Julie,2022-12-19T19:00:00Z,True,nn-NO
APP-06530,sigrid.holm.427@example.com,Sigrid H.,2024-02-25T19:00:00Z,True,nb-NO
APP-06543,nora.dahl.428@example.net,N. Dahl,2024-08-03T19:00:00Z,True,en-GB
APP-06556,amalie.olsen.429@example.org,Aspmyra429,2023-08-11T19:00:00Z,False,nn-NO
APP-06569,nora.johansen.430@example.com,Nora Johansen,2021-07-27T19:00:00Z,True,nb-NO
APP-06582,oda.gran.431@example.net,,2023-02-26T19:00:00Z,True,en-GB
APP-06595,lea.holm.432@example.org,Lea H.,2022-07-22T19:00:00Z,True,nn-NO
APP-06608,sigrid.fjell.433@example.com,S. Fjell,2024-07-03T19:00:00Z,False,nb-NO
APP-06621,anders.berg.434@example.net,Nordlys434,2021-09-07T19:00:00Z,True,en-GB
APP-06634,astrid.nilsen.435@example.org,Astrid Nilsen,2021-10-05T19:00:00Z,True,nn-NO
APP-06647,julie.eide.436@example.com,Julie,2024-01-02T19:00:00Z,True,nb-NO
APP-06660,lina.solberg.437@example.net,Lina S.,2023-07-03T19:00:00Z,False,en-GB
APP-06673,,L. Fjell,2024-08-27T19:00:00Z,True,nn-NO
APP-06686,kari.haugen.439@example.com,Glimtvenn439,2022-11-01T19:00:00Z,True,nb-NO
APP-06699,maja.lund.440@example.net,Maja Lund,2021-12-14T19:00:00Z,True,en-GB
APP-06712,erik.lund.441@example.org,Erik,2021-11-18T19:00:00Z,False,nn-NO
APP-06725,amalie.olsen.442@example.com,Amalie O.,2020-11-27T19:00:00Z,True,nb-NO
APP-06738,kristian.nilsen.443@example.net,K. Nilsen,2021-07-15T19:00:00Z,True,en-GB
APP-06751,thea.lund.444@example.org,1916444,2023-01-22T19:00:00Z,True,nn-NO
APP-06764,astrid.kristiansen.445@example.com,Astrid Kristiansen,2023-03-21T19:00:00Z,False,nb-NO
APP-06777,julie.kristiansen.446@example.net,Julie,2023-01-22T19:00:00Z,True,en-GB
APP-06790,thea.nordli.447@example.org,Thea N.,2024-02-19T19:00:00Z,True,nn-NO
APP-06803,maja.kristiansen.448@example.com,M. Kristiansen,2023-09-12T19:00:00Z,True,nb-NO
APP-06816,kristian.moen.449@example.net,Bodoe449,2024-01-20T19:00:00Z,False,en-GB
APP-06829,ola.larsen.450@example.org,Ola Larsen,2022-07-24T19:00:00Z,True,nn-NO
APP-06842,sofie.knutsen.451@example.com,Sofie,2021-05-28T19:00:00Z,True,nb-NO
APP-06855,kari.moen.452@example.net,Kari M.,2022-06-26T19:00:00Z,True,en-GB
APP-06868,elias.solberg.453@example.org,E. Solberg,2023-05-19T19:00:00Z,False,nn-NO
APP-06881,aksel.solberg.454@example.com,Gul454,2020-10-07T19:00:00Z,True,nb-NO
APP-06894,erik.larsen.455@example.net,Erik Larsen,2020-12-09T19:00:00Z,True,en-GB
APP-06907,isak.solberg.456@example.org,Isak,2023-09-13T19:00:00Z,True,nn-NO
APP-06920,,Emil B.,2024-09-01T19:00:00Z,False,nb-NO
APP-06933,sofie.vik.458@example.net,S. Vik,2022-10-24T19:00:00Z,True,en-GB
APP-06946,kari.nordli.459@example.org,Aspmyra459,2023-01-28T19:00:00Z,True,nn-NO
APP-06959,isak.solberg.460@example.com,Isak Solberg,2020-10-21T19:00:00Z,True,nb-NO
APP-06972,ida.fjell.461@example.net,Ida,2021-12-13T19:00:00Z,False,en-GB
APP-06985,emil.moen.462@example.org,Emil M.,2022-11-19T19:00:00Z,True,nn-NO
APP-06998,sara.lund.463@example.com,S. Lund,2020-10-17T19:00:00Z,True,nb-NO
APP-07011,aksel.pedersen.464@example.net,Nordlys464,2022-04-06T19:00:00Z,True,en-GB
APP-07024,hanna.lund.465@example.org,Hanna Lund,2021-07-07T19:00:00Z,False,nn-NO
APP-07037,thea.nilsen.466@example.com,Thea,2022-10-13T19:00:00Z,True,nb-NO
APP-07050,lea.hagen.467@example.net,Lea H.,2023-12-05T19:00:00Z,True,en-GB
APP-07063,pernille.dahl.468@example.org,P. Dahl,2024-05-27T19:00:00Z,True,nn-NO
APP-07076,jakob.berg.469@example.com,Glimtvenn469,2020-10-27T19:00:00Z,False,nb-NO
APP-07089,thea.haugen.470@example.net,Thea Haugen,2024-06-08T19:00:00Z,True,en-GB
APP-07102,isak.gran.471@example.org,Isak,2022-01-31T19:00:00Z,True,nn-NO
APP-07115,anders.knutsen.472@example.com,Anders K.,2021-11-09T19:00:00Z,True,nb-NO
APP-07128,magnus.pedersen.473@example.net,M. Pedersen,2021-09-27T19:00:00Z,False,en-GB
APP-07141,aksel.lund.474@example.org,,2022-05-04T19:00:00Z,True,nn-NO
APP-07154,sofie.larsen.475@example.com,Sofie Larsen,2022-05-18T19:00:00Z,True,nb-NO
APP-07167,,Astrid,2022-03-19T19:00:00Z,True,en-GB
APP-07180,emma.knutsen.477@example.org,Emma K.,2020-11-10T19:00:00Z,False,nn-NO
APP-07193,ida.dahl.478@example.com,I. Dahl,2021-10-19T19:00:00Z,True,nb-NO
APP-07206,lina.solberg.479@example.net,Bodoe479,2022-04-05T19:00:00Z,True,en-GB
APP-07219,thea.larsen.480@example.org,Thea Larsen,2023-05-06T19:00:00Z,True,nn-NO
APP-07232,oda.sund.481@example.com,Oda,2023-04-22T19:00:00Z,False,nb-NO
APP-07245,ingrid.nilsen.482@example.net,Ingrid N.,2023-06-27T19:00:00Z,True,en-GB
APP-07258,thea.berg.483@example.org,T. Berg,2024-06-10T19:00:00Z,True,nn-NO
APP-07271,sofie.lund.484@example.com,Gul484,2023-06-03T19:00:00Z,True,nb-NO
APP-07284,maja.berg.485@example.net,Maja Berg,2023-06-15T19:00:00Z,False,en-GB
APP-07297,elias.solberg.486@example.org,Elias,2024-01-04T19:00:00Z,True,nn-NO
APP-07310,kari.strand.487@example.com,Kari S.,2022-09-04T19:00:00Z,True,nb-NO
APP-07323,lea.strand.488@example.net,L. Strand,2023-12-14T19:00:00Z,True,en-GB
APP-07336,sofie.lund.489@example.org,Aspmyra489,2023-03-29T19:00:00Z,False,nn-NO
APP-07349,kari.nordli.490@example.com,Kari Nordli,2023-06-10T19:00:00Z,True,nb-NO
APP-07362,thea.hagen.491@example.net,Thea,2021-09-13T19:00:00Z,True,en-GB
APP-07375,sofie.kristiansen.492@example.org,Sofie K.,2024-04-29T19:00:00Z,True,nn-NO
APP-07388,frida.kristiansen.493@example.com,F. Kristiansen,2021-11-18T19:00:00Z,False,nb-NO
APP-07401,emma.eide.494@example.net,Nordlys494,2020-09-08T19:00:00Z,True,en-GB
APP-07414,,Elias Knutsen,2023-12-06T19:00:00Z,True,nn-NO
APP-07427,jakob.nordli.496@example.com,Jakob,2022-12-27T19:00:00Z,True,nb-NO
APP-07440,aksel.eide.497@example.net,Aksel E.,2022-01-24T19:00:00Z,False,en-GB
APP-07453,pernille.olsen.498@example.org,P. Olsen,2022-04-13T19:00:00Z,True,nn-NO
APP-07466,ingrid.knutsen.499@example.com,Glimtvenn499,2021-02-19T19:00:00Z,True,nb-NO
APP-07479,amalie.lund.500@example.net,Amalie Lund,2021-09-03T19:00:00Z,True,en-GB
